TermName,DistrictName,District_StateID,SchoolName,School_StateID,StudentID,Student_StateID,Subject,Course,GrowthMeasureYN,NormsReferenceData,WISelectedAYFall,WISelectedAYWinter,WISelectedAYSpring,WIPreviousAYFall,WIPreviousAYWinter,WIPreviousAYSpring,TestType,TestName,TestID,TestStartDate,TestStartTime,TestDurationMinutes,TestRITScore,TestStandardError,TestPercentile,AchievementQuintile,PercentCorrect,RapidGuessingPercentage,FallToFallProjectedGrowth,FallToFallObservedGrowth,FallToFallObservedGrowthSE,FallToFallMetProjectedGrowth,FallToFallConditionalGrowthIndex,FallToFallConditionalGrowthPercentile,FallToFallGrowthQuintile,FallToWinterProjectedGrowth,FallToWinterObservedGrowth,FallToWinterObservedGrowthSE,FallToWinterMetProjectedGrowth,FallToWinterConditionalGrowthIndex,FallToWinterConditionalGrowthPercentile,FallToWinterGrowthQuintile,FallToSpringProjectedGrowth,FallToSpringObservedGrowth,FallToSpringObservedGrowthSE,FallToSpringMetProjectedGrowth,FallToSpringConditionalGrowthIndex,FallToSpringConditionalGrowthPercentile,FallToSpringGrowthQuintile,WinterToWinterProjectedGrowth,WinterToWinterObservedGrowth,WinterToWinterObservedGrowthSE,WinterToWinterMetProjectedGrowth,WinterToWinterConditionalGrowthIndex,WinterToWinterConditionalGrowthPercentile,WinterToWinterGrowthQuintile,WinterToSpringProjectedGrowth,WinterToSpringObservedGrowth,WinterToSpringObservedGrowthSE,WinterToSpringMetProjectedGrowth,WinterToSpringConditionalGrowthIndex,WinterToSpringConditionalGrowthPercentile,WinterToSpringGrowthQuintile,SpringToSpringProjectedGrowth,SpringToSpringObservedGrowth,SpringToSpringObservedGrowthSE,SpringToSpringMetProjectedGrowth,SpringToSpringConditionalGrowthIndex,SpringToSpringConditionalGrowthPercentile,SpringToSpringGrowthQuintile,LexileScore,LexileMin,LexileMax,QuantileScore,QuantileMin,QuantileMax,Goal1Name,Goal1RitScore,Goal1StdErr,Goal1Range,Goal1Adjective,Goal2Name,Goal2RitScore,Goal2StdErr,Goal2Range,Goal2Adjective,Goal3Name,Goal3RitScore,Goal3StdErr,Goal3Range,Goal3Adjective,Goal4Name,Goal4RitScore,Goal4StdErr,Goal4Range,Goal4Adjective,Goal5Name,Goal5RitScore,Goal5StdErr,Goal5Range,Goal5Adjective,Goal6Name,Goal6RitScore,Goal6StdErr,Goal6Range,Goal6Adjective,Goal7Name,Goal7RitScore,Goal7StdErr,Goal7Range,Goal7Adjective,Goal8Name,Goal8RitScore,Goal8StdErr,Goal8Range,Goal8Adjective,TypicalFallToFallGrowth,TypicalFallToWinterGrowth,TypicalFallToSpringGrowth,TypicalWinterToWinterGrowth,TypicalWinterToSpringGrowth,TypicalSpringToSpringGrowth,ProjectedProficiencyStudy1,ProjectedProficiencyLevel1,ProjectedProficiencyStudy2,ProjectedProficiencyLevel2,ProjectedProficiencyStudy3,ProjectedProficiencyLevel3,ProjectedProficiencyStudy4,ProjectedProficiencyLevel4,ProjectedProficiencyStudy5,ProjectedProficiencyLevel5,ProjectedProficiencyStudy6,ProjectedProficiencyLevel6,ProjectedProficiencyStudy7,ProjectedProficiencyLevel7,ProjectedProficiencyStudy8,ProjectedProficiencyLevel8,ProjectedProficiencyStudy9,ProjectedProficiencyLevel9,ProjectedProficiencyStudy10,ProjectedProficiencyLevel10
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","2352100721","","Mathematics","Math K-12","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Math 2-5 CCSS 2010 V2","962234180","08/28/2024","08:43:16","26","201","3.13","54","Avg","49","2.3256","11","9","4.43","No*","-0.37","36","LoAvg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","485Q","435Q","535Q","Operations and Algebraic Thinking","210","7.1","203-217","HiAvg","Number and Operations","187","7.9","179-195","LoAvg","Measurement and Data","215","7.9","207-223","High","Geometry","191","7.0","184-198","LoAvg","","","","","","","","","","","","","","","","","","","","","10","6","11","","","","","","HI-Smarter Balanced Assessment Consortia","Level 2","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","2352100721","","Language Arts","Reading","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Reading 2-5 CCSS 2010 V4","963422244","08/27/2024","08:56:15","55","210","3.30","79","HiAvg","53","0.0000","11","32","4.81","Yes","2.77","99","High","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","880L","780L","930L","","","","Literary Text","215","5.9","209-221","High","Informational Text","217","6.1","211-223","High","Vocabulary","197","6.4","191-203","Avg","","","","","","","","","","","","","","","","","","","","","","","","","","7","5","6","","","","","","HI-Smarter Balanced Assessment Consortia","Level 4","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","2511400978","","Mathematics","Geometry","TRUE","USER","4","","","","","","Survey With Goals","Growth: Geometry CCSS 2010","975452309","09/18/2024","08:31:43","83","240","3.27","71","HiAvg","51","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Congruence, Similarity, Right Triangles, & Trig","231","6.9","224-238","Avg","Geometric Properties with Equations and Circles","251","7.1","244-258","High","Geometric Measurement and Modeling","246","6.5","240-252","High","Applications of Probability","233","7.1","226-240","Avg","","","","","","","","","","","","","","","","","","","","","","4","9","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","2511400978","","Science","Life Sciences","TRUE","USER","4","","","","","","Survey With Goals","Growth: Science 9-12 Life Science: for use with NGSS 2013 1.1","973967102","09/23/2024","08:30:42","61","224","3.26","78","HiAvg","50","5.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","From Molecules to Organisms: Structures and Processes","220","5.9","214-226","HiAvg","Ecosystems: Interactions, Energy, and Dynamics","226","5.6","220-232","High","Heredity: Inheritance and Variation of Traits; Biological Evolution: Unity and Diversity","227","5.7","221-233","High","","","","","","","","","","","","","","","","","","","","","","","","","","","2","4","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","2511400978","","Language Arts","Reading","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Reading 6+ CCSS 2010 V4","975452249","09/18/2024","09:57:00","92","229","3.37","66","HiAvg","53","0.0000","2","-1","4.76","No*","-0.27","39","LoAvg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1250L","1150L","1300L","","","","Literary Text","227","5.9","221-233","HiAvg","Informational Text","234","5.9","228-240","HiAvg","Vocabulary","225","5.9","219-231","Avg","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","","","","ACT College Readiness","Not On Track","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","2562100734","","Mathematics","Math K-12","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Math 6+ CCSS 2010 V2","953132322","08/14/2024","08:13:23","81","208","3.16","24","LoAvg","51","0.0000","7","4","4.45","No*","-0.48","32","LoAvg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","610Q","560Q","660Q","Operations and Algebraic Thinking","206","6.9","199-213","LoAvg","The Real and Complex Number Systems","197","7.0","190-204","Low","Geometry","220","6.7","213-227","Avg","Statistics and Probability","208","6.6","201-215","LoAvg","","","","","","","","","","","","","","","","","","","","","6","4","6","","","","ACT College Readiness","Not On Track","HI-Smarter Balanced Assessment Consortia","Level 1","SAT","Not On Track","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","2562100734","","Language Arts","Reading","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Reading 6+ CCSS 2010 V4","953746570","08/13/2024","08:14:14","79","208","3.32","35","LoAvg","45","0.0000","4","-12","4.67","No","-2.24","1","Low","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","845L","745L","895L","","","","Literary Text","200","6.2","194-206","LoAvg","Informational Text","208","5.7","202-214","LoAvg","Vocabulary","214","5.9","208-220","Avg","","","","","","","","","","","","","","","","","","","","","","","","","","5","3","5","","","","ACT College Readiness","Not On Track","HI-Smarter Balanced Assessment Consortia","Level 2","SAT","Not On Track","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","2562100734","","Science","Science K-12","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Science 6-8: for use with NGSS 2013","954058089","08/12/2024","08:16:03","54","213","3.31","70","HiAvg","48","0.0000","3","1","4.67","No*","-0.31","38","LoAvg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Life Science","209","5.9","203-215","Avg","Physical Science","212","5.8","206-218","HiAvg","Earth and Space Science","217","5.7","211-223","HiAvg","","","","","","","","","","","","","","","","","","","","","","","","","","3","2","3","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","2762200945","","Mathematics","Math K-12","TRUE","2020","4","","","","","","Survey With Goals","Growth: Math 2-5 CCSS 2010 V2","984183098","11/21/2024","10:34:56","79","204","3.33","87","High","56","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","540Q","490Q","590Q","Operations and Algebraic Thinking","204","6.5","197-211","High","Number and Operations","202","6.8","195-209","High","Measurement and Data","209","6.8","202-216","High","Geometry","200","6.7","193-207","HiAvg","","","","","","","","","","","","","","","","","","","","","11","7","12","","","","","","HI-Smarter Balanced Assessment Consortia","Level 4","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","2762200945","","Language Arts","Reading","TRUE","2020","4","","","","","","Survey With Goals","Growth: Reading 2-5 CCSS 2010 V4","984134208","11/25/2024","10:26:44","80","199","3.32","77","HiAvg","55","5.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","670L","570L","720L","","","","Literary Text","195","5.7","189-201","HiAvg","Informational Text","200","5.8","194-206","HiAvg","Vocabulary","203","5.9","197-209","High","","","","","","","","","","","","","","","","","","","","","","","","","","10","6","9","","","","","","HI-Smarter Balanced Assessment Consortia","Level 3","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","2762200945","","Science","Science K-12","TRUE","2020","4","","","","","","Survey With Goals","Growth: Science 3-5: for use with NGSS 2013","983139902","11/27/2024","09:17:19","86","206","3.29","93","High","53","5.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Life Science","210","5.9","204-216","High","Physical Science","199","5.9","193-205","HiAvg","Earth and Space Science","208","5.6","202-214","High","","","","","","","","","","","","","","","","","","","","","","","","","","4","3","4","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","2762200953","","Mathematics","Math K-12","TRUE","2020","4","","","","","","Survey With Goals","Growth: Math 2-5 CCSS 2010 V2","984322876","11/21/2024","10:34:13","60","216","3.28","67","HiAvg","56","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","745Q","695Q","795Q","Operations and Algebraic Thinking","227","7.0","220-234","High","Number and Operations","203","6.0","197-209","LoAvg","Measurement and Data","217","6.7","210-224","HiAvg","Geometry","220","6.9","213-227","HiAvg","","","","","","","","","","","","","","","","","","","","","6","5","10","","","","ACT College Readiness","On Track 22","HI-Smarter Balanced Assessment Consortia","Level 3","SAT","On Track","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","2762200953","","Language Arts","Reading","TRUE","2020","4","","","","","","Survey With Goals","Growth: Reading 2-5 CCSS 2010 V4","984183096","11/25/2024","09:39:22","66","209","3.29","61","HiAvg","53","2.5000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","865L","765L","915L","","","","Literary Text","201","6.1","195-207","Avg","Informational Text","219","6.7","212-226","HiAvg","Vocabulary","208","5.8","202-214","Avg","","","","","","","","","","","","","","","","","","","","","","","","","","6","4","6","","","","ACT College Readiness","On Track 22","HI-Smarter Balanced Assessment Consortia","Level 3","SAT","On Track","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","2762200953","","Science","Science K-12","TRUE","2020","4","","","","","","Survey With Goals","Growth: Science 3-5: for use with NGSS 2013","984134209","11/26/2024","10:16:20","41","197","3.39","39","LoAvg","45","7.5000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Life Science","200","5.8","194-206","Avg","Physical Science","198","6.0","192-204","Avg","Earth and Space Science","194","6.0","188-200","LoAvg","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","6","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","2762200961","","Mathematics","Math K-12","TRUE","2020","4","","","","","","Survey With Goals","Growth: Math 6+ CCSS 2010 V2","965678775","09/04/2024","09:50:17","159","245","3.35","92","High","51","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1245Q","1195Q","1295Q","Operations and Algebraic Thinking","233","6.9","226-240","HiAvg","The Real and Complex Number Systems","244","7.6","236-252","High","Geometry","257","7.1","250-264","High","Statistics and Probability","249","7.2","242-256","High","","","","","","","","","","","","","","","","","","","","","7","3","7","","","","ACT College Readiness","On Track 24","HI-Smarter Balanced Assessment Consortia","Level 4","SAT","On Track","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","2762200961","","Language Arts","Reading","TRUE","2020","4","","","","","","Survey With Goals","Growth: Reading 6+ CCSS 2010 V4","967977846","09/03/2024","08:23:09","249","230","3.30","83","High","50","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1270L","1170L","1320L","","","","Literary Text","232","5.8","226-238","High","Informational Text","228","5.6","222-234","HiAvg","Vocabulary","231","5.7","225-237","High","","","","","","","","","","","","","","","","","","","","","","","","","","3","2","3","","","","ACT College Readiness","On Track 24","HI-Smarter Balanced Assessment Consortia","Level 4","SAT","On Track","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","2762200961","","Science","Science K-12","TRUE","2020","4","","","","","","Survey With Goals","Growth: Science 6-8: for use with NGSS 2013","964824628","09/06/2024","09:56:59","74","217","3.30","80","HiAvg","50","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Life Science","214","5.8","208-220","HiAvg","Physical Science","216","6.0","210-222","HiAvg","Earth and Space Science","221","5.7","215-227","High","","","","","","","","","","","","","","","","","","","","","","","","","","3","2","3","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","2792100141","","Mathematics","Algebra 2","TRUE","USER","4","","","","","","Survey With Goals","Growth: Algebra 2 CCSS 2010","959369808","08/20/2024","08:41:44","58","211","3.48","5","Low","35","6.9767","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Equations and Inequalities","213","6.8","206-220","Low","Numerical and Algebraic Expressions","225","7.4","218-232","Low","Functions","199","7.7","191-207","Low","Descriptive Statistics","213","6.9","206-220","Low","","","","","","","","","","","","","","","","","","","","","","5","9","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","2792100141","","Language Arts","Reading","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Reading 6+ CCSS 2010 V4","974839668","09/19/2024","10:30:37","51","218","3.35","38","LoAvg","58","10.0000","2","6","4.68","Yes*","0.65","74","HiAvg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1035L","935L","1085L","","","","Literary Text","216","6.2","210-222","LoAvg","Informational Text","229","6.7","222-236","HiAvg","Vocabulary","210","5.8","204-216","LoAvg","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","2792100141","","Science","Science K-12","TRUE","2020","4","","","","","","Survey With Goals","Growth: Science 9-12: for use with NGSS 2013","981267193","09/25/2024","08:43:04","73","207","3.26","","","48","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Life Science","199","6.1","193-205","","Physical Science","207","5.6","201-213","","Earth and Space Science","215","5.9","209-221","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","3061600673","","Mathematics","Math K-12","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Math 6+ CCSS 2010 V2","967977835","09/03/2024","10:37:04","61","229","3.20","59","Avg","51","0.0000","6","8","4.48","Yes*","0.32","63","HiAvg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","970Q","920Q","1020Q","Operations and Algebraic Thinking","227","6.8","220-234","Avg","The Real and Complex Number Systems","240","6.9","233-247","HiAvg","Geometry","225","6.7","218-232","Avg","Statistics and Probability","220","7.0","213-227","LoAvg","","","","","","","","","","","","","","","","","","","","","4","3","5","","","","ACT College Readiness","Not On Track","HI-Smarter Balanced Assessment Consortia","Level 2","SAT","Not On Track","","","","","","","","","","","","","",""
